date,reflection,mood,energy,productivity,tags,date_parsed,raw_reflection,cleaned_reflection,tokens,word_count,character_count,sentence_count
2025-04-10,Worked through a tricky problem involving joins and felt genuinely satisfied once it worked. Ending the day in a good mood.,9,9,10,"coding, learning",2025-04-10,Worked through a tricky problem involving joins and felt genuinely satisfied once it worked. Ending the day in a good mood.,worked through a tricky problem involving joins and felt genuinely satisfied once it worked. ending the day in a good mood.,"['worked', 'through', 'tricky', 'problem', 'involving', 'joins', 'genuinely', 'satisfied', 'once', 'worked', 'ending', 'day', 'good', 'mood']",21,123,2
2025-04-11,"Good day overall, made solid progress on a few pending tickets and the team meeting went smoothly.",8,9,10,"meetings, productivity",2025-04-11,"Good day overall, made solid progress on a few pending tickets and the team meeting went smoothly.","good day overall, made solid progress on a few pending tickets and the team meeting went smoothly.","['good', 'day', 'overall', 'made', 'solid', 'progress', 'few', 'pending', 'tickets', 'team', 'meeting', 'went', 'smoothly']",17,98,1
2025-04-12,Went for a yoga session this morning and felt really energized for the rest of the day. Overall a pretty good day.,7,7,5,"fitness, exercise",2025-04-12,Went for a yoga session this morning and felt really energized for the rest of the day. Overall a pretty good day.,went for a yoga session this morning and felt really energized for the rest of the day. overall a pretty good day.,"['went', 'yoga', 'session', 'morning', 'energized', 'rest', 'day', 'overall', 'pretty', 'good', 'day']",22,114,2
2025-04-13,"Quiet day, spoke with a close friend for a bit over the phone. Saw my parents briefly today, exchanged a few messages, nothing major. Nothing particularly stands out about today.",6,6,4,friends,2025-04-13,"Quiet day, spoke with a close friend for a bit over the phone. Saw my parents briefly today, exchanged a few messages, nothing major. Nothing particularly stands out about today.","quiet day, spoke with a close friend for a bit over the phone. saw my parents briefly today, exchanged a few messages, nothing major. nothing particularly stands out about today.","['quiet', 'day', 'spoke', 'close', 'friend', 'bit', 'phone', 'saw', 'parents', 'briefly', 'exchanged', 'few', 'messages', 'nothing', 'major', 'nothing', 'stands']",30,178,3
2025-04-14,"Thinking about planning a trip to a new part of the city sometime soon, haven't decided yet. Looked into travel options for a local market, nothing booked yet. A fairly typical day, all things considered.",7,7,7,travel,2025-04-14,"Thinking about planning a trip to a new part of the city sometime soon, haven't decided yet. Looked into travel options for a local market, nothing booked yet. A fairly typical day, all things considered.","thinking about planning a trip to a new part of the city sometime soon, haven't decided yet. looked into travel options for a local market, nothing booked yet. a fairly typical day, all things considered.","['thinking', 'planning', 'trip', 'new', 'part', 'city', 'sometime', 'soon', ""haven't"", 'decided', 'yet', 'looked', 'into', 'travel', 'options', 'local', 'market', 'nothing', 'booked', 'yet', 'fairly', 'typical', 'day', 'all', 'things', 'considered']",35,204,3
2025-04-15,"Fairly average day at work, mostly just handled the project deadline without much excitement. Just an ordinary day overall.",6,5,6,productivity,2025-04-15,"Fairly average day at work, mostly just handled the project deadline without much excitement. Just an ordinary day overall.","fairly average day at work, mostly just handled the project deadline without much excitement. just an ordinary day overall.","['fairly', 'average', 'day', 'work', 'mostly', 'handled', 'project', 'deadline', 'without', 'much', 'excitement', 'ordinary', 'day', 'overall']",19,123,2
2025-04-16,"Spent some time reviewing Python, mostly going over overfitting again. Ready to see what tomorrow brings.",8,7,6,"data science, python, learning",2025-04-16,"Spent some time reviewing Python, mostly going over overfitting again. Ready to see what tomorrow brings.","spent some time reviewing python, mostly going over overfitting again. ready to see what tomorrow brings.","['spent', 'time', 'reviewing', 'python', 'mostly', 'going', 'overfitting', 'ready', 'see', 'what', 'tomorrow', 'brings']",16,105,2
2025-04-17,Wanted to spend time on writing today but couldn't find the motivation.,3,6,5,reading,2025-04-17,Wanted to spend time on writing today but couldn't find the motivation.,wanted to spend time on writing today but couldn't find the motivation.,"['wanted', 'spend', 'time', 'writing', ""couldn't"", 'find', 'motivation']",12,71,1
2025-04-18,"Did a light gym workout session, nothing intense, just kept the habit going. Ready to see what tomorrow brings.",4,7,7,"wellbeing, exercise",2025-04-18,"Did a light gym workout session, nothing intense, just kept the habit going. Ready to see what tomorrow brings.","did a light gym workout session, nothing intense, just kept the habit going. ready to see what tomorrow brings.","['light', 'gym', 'workout', 'session', 'nothing', 'intense', 'kept', 'habit', 'going', 'ready', 'see', 'what', 'tomorrow', 'brings']",19,111,2
2025-04-19,Missed a call from my sibling and felt a bit guilty about not making more time for them lately. Had a small disagreement with my sibling today which put a bit of a damper on the day. Hoping tomorrow goes a bit better.,4,5,4,"friends, relationships",2025-04-19,Missed a call from my sibling and felt a bit guilty about not making more time for them lately. Had a small disagreement with my sibling today which put a bit of a damper on the day. Hoping tomorrow goes a bit better.,missed a call from my sibling and felt a bit guilty about not making more time for them lately. had a small disagreement with my sibling today which put a bit of a damper on the day. hoping tomorrow goes a bit better.,"['missed', 'call', 'from', 'sibling', 'bit', 'guilty', 'not', 'making', 'more', 'time', 'them', 'lately', 'small', 'disagreement', 'sibling', 'which', 'put', 'bit', 'damper', 'day', 'hoping', 'tomorrow', 'goes', 'bit', 'better']",43,217,3
2025-04-20,"Fairly average day at work, mostly just handled a backlog of emails without much excitement. Ready to see what tomorrow brings.",5,5,5,"productivity, work, meetings",2025-04-20,"Fairly average day at work, mostly just handled a backlog of emails without much excitement. Ready to see what tomorrow brings.","fairly average day at work, mostly just handled a backlog of emails without much excitement. ready to see what tomorrow brings.","['fairly', 'average', 'day', 'work', 'mostly', 'handled', 'backlog', 'emails', 'without', 'much', 'excitement', 'ready', 'see', 'what', 'tomorrow', 'brings']",21,127,2
2025-04-21,Had a really productive day at work — cleared most of my a backlog of emails and even helped a coworker with theirs.,5,8,8,"meetings, work",2025-04-21,Had a really productive day at work — cleared most of my a backlog of emails and even helped a coworker with theirs.,had a really productive day at work  cleared most of my a backlog of emails and even helped a coworker with theirs.,"['productive', 'day', 'work', 'cleared', 'most', 'backlog', 'emails', 'even', 'helped', 'coworker', 'theirs']",23,116,1
2025-04-22,"Thinking about the exam a lot today but haven't really started preparing yet. A fairly typical day, all things considered.",6,4,7,"anxiety, stress",2025-04-22,"Thinking about the exam a lot today but haven't really started preparing yet. A fairly typical day, all things considered.","thinking about the exam a lot today but haven't really started preparing yet. a fairly typical day, all things considered.","['thinking', 'exam', 'lot', ""haven't"", 'started', 'preparing', 'yet', 'fairly', 'typical', 'day', 'all', 'things', 'considered']",20,122,2
2025-04-23,"Finished the project deadline ahead of schedule today, which felt great going into the weekend.",7,10,8,"work, productivity, meetings",2025-04-23,"Finished the project deadline ahead of schedule today, which felt great going into the weekend.","finished the project deadline ahead of schedule today, which felt great going into the weekend.","['finished', 'project', 'deadline', 'ahead', 'schedule', 'which', 'great', 'going', 'into', 'weekend']",15,95,1
2025-04-24,"Looked into travel options for the nearby hill station, nothing booked yet. Thinking about planning a trip to a new part of the city sometime soon, haven't decided yet.",5,5,8,adventure,2025-04-24,"Looked into travel options for the nearby hill station, nothing booked yet. Thinking about planning a trip to a new part of the city sometime soon, haven't decided yet.","looked into travel options for the nearby hill station, nothing booked yet. thinking about planning a trip to a new part of the city sometime soon, haven't decided yet.","['looked', 'into', 'travel', 'options', 'nearby', 'hill', 'station', 'nothing', 'booked', 'yet', 'thinking', 'planning', 'trip', 'new', 'part', 'city', 'sometime', 'soon', ""haven't"", 'decided', 'yet']",29,168,2
2025-04-25,Skipped my usual swim today but ate reasonably well.,8,8,7,"exercise, fitness",2025-04-25,Skipped my usual swim today but ate reasonably well.,skipped my usual swim today but ate reasonably well.,"['skipped', 'usual', 'swim', 'ate', 'reasonably', 'well']",9,52,1
2025-04-26,"Did absolutely nothing productive today and it felt great, exactly the break I needed. Grateful for how the day turned out.",9,10,8,"rest, sleep",2025-04-26,"Did absolutely nothing productive today and it felt great, exactly the break I needed. Grateful for how the day turned out.","did absolutely nothing productive today and it felt great, exactly the break i needed. grateful for how the day turned out.","['absolutely', 'nothing', 'productive', 'great', 'exactly', 'break', 'needed', 'grateful', 'how', 'day', 'turned']",21,123,2
2025-04-27,Thought about picking photography back up today but didn't get to it. Just an ordinary day overall.,6,8,4,"music, reading",2025-04-27,Thought about picking photography back up today but didn't get to it. Just an ordinary day overall.,thought about picking photography back up today but didn't get to it. just an ordinary day overall.,"['thought', 'picking', 'photography', ""didn't"", 'get', 'ordinary', 'day', 'overall']",17,99,2
2025-04-28,"Took a short trip to a local market today, it was a nice change of scenery and really refreshing. Explored the nearby hill station for the first time — such a great way to break the routine. Grateful for how the day turned out.",7,8,8,"adventure, weekend, travel",2025-04-28,"Took a short trip to a local market today, it was a nice change of scenery and really refreshing. Explored the nearby hill station for the first time — such a great way to break the routine. Grateful for how the day turned out.","took a short trip to a local market today, it was a nice change of scenery and really refreshing. explored the nearby hill station for the first time  such a great way to break the routine. grateful for how the day turned out.","['took', 'short', 'trip', 'local', 'market', 'nice', 'change', 'scenery', 'refreshing', 'explored', 'nearby', 'hill', 'station', 'first', 'time', 'such', 'great', 'way', 'break', 'routine', 'grateful', 'how', 'day', 'turned']",44,227,3
